Station Name,Measurement Timestamp,Wind Direction,Wind Speed,Maximum Wind Speed,Heading
Foster Weather Station,2021-11-12 02:59:59.610620,0,3.3,0.0,
Oak Street Weather Station,2021-11-09 05:59:59.423183,154,1.0,2.2,357.0
Oak Street Weather Station,2021-06-16 09:00:00.642464,17,3.1,3.9,358.0
63rd Street Weather Station,2021-12-04 09:59:59.419613,351,3.3,5.6,351.0
Foster Weather Station,2021-05-29 21:00:00.746849,0,3.3,0.0,
Oak Street Weather Station,2021-08-11 12:00:00.863644,253,0.8,3.2,358.0
63rd Street Weather Station,2021-10-07 08:59:59.867508,133,1.8,2.9,351.0
Foster Weather Station,2021-11-02 15:00:00.550149,0,3.3,0.0,
Foster Weather Station,2021-11-29 12:59:59.465850,0,3.3,0.0,
Foster Weather Station,2021-10-07 21:59:59.455800,0,3.3,0.0,
63rd Street Weather Station,2021-12-13 13:59:59.898964,273,3.6,5.4,350.0
63rd Street Weather Station,2021-11-18 05:59:59.915365,272,5.2,8.5,350.0
Oak Street Weather Station,2021-11-12 20:59:59.955502,330,1.4,2.5,357.0
63rd Street Weather Station,2021-09-08 01:59:59.532349,271,1.9,3.0,351.0
Oak Street Weather Station,2021-10-21 01:00:00.257870,276,1.7,4.0,358.0
Oak Street Weather Station,2021-09-24 13:59:59.443514,145,1.3,3.6,358.0
Oak Street Weather Station,2021-05-30 23:59:59.376030,108,0.7,0.9,358.0
Oak Street Weather Station,2021-06-04 07:00:00.298744,321,1.3,3.7,358.0
63rd Street Weather Station,2021-08-26 02:00:00.763437,183,1.3,2.0,351.0
63rd Street Weather Station,2021-06-14 18:59:59.957571,18,3.6,6.4,350.0
Foster Weather Station,2021-09-14 15:00:00.148205,0,3.3,0.0,
Oak Street Weather Station,2021-09-01 16:59:59.234714,16,4.2,7.6,357.0
63rd Street Weather Station,2021-11-04 12:59:59.991104,254,2.5,3.6,350.0
Foster Weather Station,2021-09-19 17:59:59.228075,0,3.3,0.0,
Foster Weather Station,2021-11-13 01:00:00.802576,0,3.3,0.0,
Oak Street Weather Station,2021-08-17 01:59:59.226018,96,0.8,1.6,358.0
Oak Street Weather Station,2021-10-29 01:59:59.883264,99,3.1,3.8,357.0
Foster Weather Station,2021-07-10 05:59:59.324835,0,3.3,0.0,
63rd Street Weather Station,2021-08-27 03:00:00.594101,197,2.7,6.0,351.0
Oak Street Weather Station,2021-11-04 10:00:00.881115,307,0.6,1.1,357.0
Foster Weather Station,2021-12-05 18:59:59.332557,0,3.3,0.0,
Oak Street Weather Station,2021-07-12 16:59:59.192323,75,2.7,3.3,358.0
Foster Weather Station,2021-06-04 09:59:59.748164,0,3.3,0.0,
Foster Weather Station,2021-05-22 16:59:59.467129,0,3.3,0.0,
Oak Street Weather Station,2021-12-11 05:59:59.377327,269,5.8,14.5,357.0
Foster Weather Station,2021-08-08 10:59:59.106495,0,3.3,0.0,
63rd Street Weather Station,2021-09-24 21:59:59.427277,228,4.1,8.0,351.0
Foster Weather Station,2021-10-10 16:00:00.451159,0,3.3,0.0,
Oak Street Weather Station,2021-07-04 21:00:00.791392,257,1.5,5.1,358.0
63rd Street Weather Station,2021-10-06 10:00:00.536740,77,5.6,7.0,350.0
Foster Weather Station,2021-09-08 16:00:00.055820,0,3.3,0.0,
Oak Street Weather Station,2021-12-01 12:59:59.150787,309,0.9,2.5,357.0
63rd Street Weather Station,2021-06-30 18:00:00.060126,116,0.6,1.6,350.0
63rd Street Weather Station,2021-07-17 16:00:00.301112,14,4.0,7.2,351.0
63rd Street Weather Station,2021-11-04 04:59:59.399930,270,1.7,2.1,351.0
Oak Street Weather Station,2021-08-05 12:59:59.715241,80,1.6,2.6,358.0
63rd Street Weather Station,2021-08-21 17:00:00.227601,258,3.9,7.5,351.0
Oak Street Weather Station,2021-06-05 05:59:59.635139,261,1.7,4.4,358.0
Oak Street Weather Station,2021-08-22 01:00:00.301023,21,1.9,3.6,357.0
Oak Street Weather Station,2021-07-21 13:59:59.650895,38,3.7,5.0,358.0
Oak Street Weather Station,2021-06-09 13:00:00.200398,80,0.9,1.4,358.0
63rd Street Weather Station,2021-08-03 17:00:00.646601,124,1.1,1.8,350.0
Foster Weather Station,2021-07-07 03:59:59.270409,0,3.3,0.0,
Foster Weather Station,2021-10-22 07:00:00.446087,0,3.3,0.0,
Foster Weather Station,2021-10-27 15:00:00.462255,0,3.3,0.0,
Foster Weather Station,2021-09-07 21:59:59.115631,0,3.3,0.0,
Oak Street Weather Station,2021-10-09 05:59:59.721024,0,0.0,0.5,357.0
Foster Weather Station,2021-06-28 04:59:59.508925,0,3.3,0.0,
Oak Street Weather Station,2021-08-20 14:59:59.705620,97,1.2,2.3,357.0
63rd Street Weather Station,2021-10-02 04:59:59.561616,240,2.4,4.3,351.0
Foster Weather Station,2021-06-08 12:00:00.827287,0,3.3,0.0,
Oak Street Weather Station,2021-05-26 10:59:59.120015,31,2.1,3.5,358.0
Oak Street Weather Station,2021-09-20 07:00:00.679419,38,0.9,2.5,357.0
Oak Street Weather Station,2021-06-14 10:00:00.076783,24,4.0,5.6,357.0
Oak Street Weather Station,2021-07-24 02:59:59.511739,331,0.7,2.0,358.0
63rd Street Weather Station,2021-06-21 04:00:00.330688,279,3.5,7.3,351.0
Foster Weather Station,2021-10-19 19:00:00.319908,0,3.3,0.0,
Foster Weather Station,2021-11-03 13:00:00.799688,0,3.3,0.0,
63rd Street Weather Station,2021-07-17 15:00:00.529499,18,4.4,7.4,351.0
Foster Weather Station,2021-11-13 23:00:00.330233,0,3.3,0.0,
Oak Street Weather Station,2021-12-07 18:59:59.253459,78,1.3,3.0,357.0
Foster Weather Station,2021-09-18 02:59:59.926562,0,3.3,0.0,
63rd Street Weather Station,2021-08-22 20:59:59.534018,73,2.9,4.4,351.0
63rd Street Weather Station,2021-11-28 04:00:00.307143,289,2.2,5.1,350.0
63rd Street Weather Station,2021-10-17 12:00:00.378645,300,2.6,3.8,351.0
Foster Weather Station,2021-09-09 07:59:59.331336,0,3.3,0.0,
63rd Street Weather Station,2021-06-08 15:00:00.555861,75,2.6,3.4,350.0
Oak Street Weather Station,2021-09-07 21:59:59.517080,349,0.9,2.0,357.0
Oak Street Weather Station,2021-05-31 13:00:00.446527,90,1.0,1.9,358.0
Foster Weather Station,2021-09-17 21:00:00.004684,0,3.3,0.0,
Foster Weather Station,2021-09-06 04:59:59.815339,0,3.3,0.0,
Foster Weather Station,2021-05-27 13:00:00.112446,0,3.3,0.0,
63rd Street Weather Station,2021-06-10 14:00:00.351549,68,1.6,2.9,350.0
63rd Street Weather Station,2021-06-15 18:00:00.635007,23,4.3,6.6,350.0
63rd Street Weather Station,2021-12-07 19:59:59.110749,202,6.7,10.0,350.0
63rd Street Weather Station,2021-08-06 00:59:59.142569,229,2.8,5.4,351.0
Oak Street Weather Station,2021-11-15 03:59:59.168742,349,2.0,3.1,357.0
Oak Street Weather Station,2021-05-26 05:00:00.225311,0,0.0,0.7,357.0
Oak Street Weather Station,2021-09-13 08:00:00.733855,116,1.5,3.0,358.0
Foster Weather Station,2021-08-17 07:59:59.849933,0,3.3,0.0,
Oak Street Weather Station,2021-10-13 06:00:00.385639,117,1.0,2.2,357.0
63rd Street Weather Station,2021-11-03 15:59:59.517541,303,1.4,4.3,350.0
Oak Street Weather Station,2021-10-20 04:59:59.554720,276,3.7,8.9,357.0
Foster Weather Station,2021-06-12 07:59:59.498798,0,3.3,0.0,
63rd Street Weather Station,2021-08-10 22:00:00.103544,239,2.4,3.7,351.0
Foster Weather Station,2021-11-16 19:59:59.473136,0,3.3,0.0,
Oak Street Weather Station,2021-07-01 14:00:00.316605,10,5.2,8.0,357.0
Oak Street Weather Station,2021-06-26 07:59:59.773358,311,0.7,1.9,358.0
63rd Street Weather Station,2021-10-04 06:59:59.140656,5,2.1,3.6,351.0
63rd Street Weather Station,2021-10-17 13:59:59.107879,283,3.5,7.1,350.0
63rd Street Weather Station,2021-07-10 20:00:00.175487,85,5.3,7.5,351.0
63rd Street Weather Station,2021-11-02 08:59:59.402556,287,3.3,5.6,350.0
63rd Street Weather Station,2021-10-06 01:59:59.996577,101,3.4,5.9,351.0
Oak Street Weather Station,2021-10-26 04:00:00.261261,44,6.0,7.2,357.0
Foster Weather Station,2021-10-30 00:59:59.267001,0,3.3,0.0,
Oak Street Weather Station,2021-07-07 01:00:00.145153,270,1.1,4.9,358.0
63rd Street Weather Station,2021-08-10 12:59:59.605314,241,3.4,4.9,352.0
Oak Street Weather Station,2021-05-19 16:00:00.091577,87,1.8,2.7,357.0
Oak Street Weather Station,2021-10-31 00:00:00.472918,269,0.8,1.5,357.0
Oak Street Weather Station,2021-11-12 06:59:59.960817,275,2.8,5.0,357.0
63rd Street Weather Station,2021-09-12 20:59:59.534953,18,5.1,7.7,351.0
Oak Street Weather Station,2021-11-29 21:00:00.285691,284,2.5,4.7,357.0
63rd Street Weather Station,2021-11-09 04:59:59.384780,90,4.0,5.3,351.0
Foster Weather Station,2021-09-14 00:00:00.211202,0,3.3,0.0,
63rd Street Weather Station,2021-08-04 22:59:59.336449,177,0.7,1.2,351.0
Foster Weather Station,2021-09-22 04:59:59.852654,0,3.3,0.0,
Foster Weather Station,2021-08-22 03:59:59.140942,0,3.3,0.0,
63rd Street Weather Station,2021-06-28 21:59:59.258517,261,1.5,2.0,351.0
Oak Street Weather Station,2021-09-02 14:59:59.666563,111,2.7,4.3,357.0
Foster Weather Station,2021-07-19 22:59:59.911307,0,3.3,0.0,
63rd Street Weather Station,2021-07-09 05:00:00.302586,334,1.0,2.5,351.0
63rd Street Weather Station,2021-11-08 06:00:00.751393,242,4.6,8.1,350.0
Oak Street Weather Station,2021-06-20 09:59:59.676972,66,1.0,1.5,358.0
Oak Street Weather Station,2021-10-08 03:59:59.247004,0,0.0,0.4,358.0
Oak Street Weather Station,2021-05-21 05:00:00.532299,74,0.6,1.3,357.0
Foster Weather Station,2021-10-13 22:59:59.917810,0,3.3,0.0,
Oak Street Weather Station,2021-06-25 12:00:00.710748,294,1.2,3.9,358.0
Oak Street Weather Station,2021-11-26 03:59:59.270890,341,1.4,3.5,357.0
Foster Weather Station,2021-10-20 02:00:00.851410,0,3.3,0.0,
63rd Street Weather Station,2021-07-21 22:00:00.452994,76,3.8,4.5,351.0
Foster Weather Station,2021-11-01 14:59:59.194446,0,3.3,0.0,
63rd Street Weather Station,2021-09-28 01:00:00.682715,22,5.0,7.5,351.0
Foster Weather Station,2021-12-13 17:00:00.290800,0,3.3,0.0,
Foster Weather Station,2021-12-15 13:59:59.205057,0,3.3,0.0,
63rd Street Weather Station,2021-07-05 20:59:59.456023,256,3.4,6.4,351.0
Foster Weather Station,2021-09-29 09:59:59.125671,0,3.3,0.0,
Oak Street Weather Station,2021-08-29 03:00:00.790878,0,0.5,1.1,358.0
Oak Street Weather Station,2021-10-16 01:59:59.248577,347,2.1,3.7,357.0
63rd Street Weather Station,2021-08-31 02:59:59.669215,231,0.7,1.2,351.0
Oak Street Weather Station,2021-09-06 08:59:59.728127,31,1.3,2.4,358.0
Foster Weather Station,2021-08-21 21:59:59.205094,0,3.3,0.0,
Foster Weather Station,2021-09-27 00:00:00.387172,0,3.3,0.0,
Foster Weather Station,2021-07-20 12:00:00.012421,0,3.3,0.0,
Oak Street Weather Station,2021-10-05 17:59:59.411003,54,3.2,4.6,357.0
Foster Weather Station,2021-06-10 03:59:59.748363,0,3.3,0.0,
63rd Street Weather Station,2021-12-03 20:59:59.298376,20,4.7,6.7,350.0
Oak Street Weather Station,2021-06-30 10:00:00.072834,13,0.7,1.1,358.0
63rd Street Weather Station,2021-12-11 02:59:59.813322,235,4.0,6.4,351.0
Oak Street Weather Station,2021-10-20 11:00:00.661705,85,1.5,1.8,357.0
63rd Street Weather Station,2021-12-03 23:59:59.529457,2,2.9,5.7,351.0
Foster Weather Station,2021-07-27 05:00:00.719802,0,3.3,0.0,
Oak Street Weather Station,2021-11-06 01:00:00.346114,320,0.7,1.6,357.0
Foster Weather Station,2021-10-15 04:00:00.221154,0,3.3,0.0,
Foster Weather Station,2021-07-06 14:59:59.992810,0,3.3,0.0,
63rd Street Weather Station,2021-09-05 16:59:59.355804,281,3.7,6.4,350.0
Oak Street Weather Station,2021-05-29 07:00:00.018763,64,5.8,7.1,358.0
Oak Street Weather Station,2021-07-16 18:59:59.579282,8,3.5,6.6,357.0
Oak Street Weather Station,2021-07-23 22:59:59.440418,120,0.3,0.7,358.0
63rd Street Weather Station,2021-08-21 20:00:00.511532,238,1.6,2.7,351.0
Oak Street Weather Station,2021-07-25 01:59:59.479345,0,0.0,0.4,358.0
Oak Street Weather Station,2021-12-14 03:59:59.911975,110,2.0,3.2,357.0
Foster Weather Station,2021-07-29 22:00:00.236833,0,3.3,0.0,
63rd Street Weather Station,2021-11-24 10:59:59.711841,217,6.5,10.3,350.0
63rd Street Weather Station,2021-11-13 15:00:00.110016,266,3.7,6.9,350.0
Foster Weather Station,2021-07-07 16:00:00.077602,0,3.3,0.0,
63rd Street Weather Station,2021-11-20 04:00:00.608444,213,5.0,8.9,350.0
Foster Weather Station,2021-09-25 07:00:00.839348,0,3.3,0.0,
Oak Street Weather Station,2021-06-04 12:00:00.331098,257,1.8,3.8,358.0
Foster Weather Station,2021-12-03 13:00:00.810850,0,3.3,0.0,
Oak Street Weather Station,2021-10-05 01:00:00.263679,25,3.4,4.6,357.0
63rd Street Weather Station,2021-07-15 18:59:59.998823,61,0.9,1.9,351.0
Foster Weather Station,2021-06-29 03:59:59.574943,0,3.3,0.0,
Foster Weather Station,2021-09-30 20:00:00.846018,0,3.3,0.0,
Foster Weather Station,2021-12-16 00:00:00.804415,0,3.3,0.0,
63rd Street Weather Station,2021-12-02 08:00:00.774717,274,3.3,5.1,351.0
Oak Street Weather Station,2021-08-02 08:00:00.767861,117,1.5,2.8,358.0
63rd Street Weather Station,2021-10-02 10:59:59.476239,236,2.8,5.2,351.0
Foster Weather Station,2021-05-18 15:59:59.123206,0,3.3,0.0,
Foster Weather Station,2021-06-09 14:00:00.672445,0,3.3,0.0,
63rd Street Weather Station,2021-09-17 11:00:00.321897,261,6.1,8.9,352.0
Foster Weather Station,2021-10-19 10:00:00.212444,0,3.3,0.0,
63rd Street Weather Station,2021-11-28 23:59:59.597118,264,1.9,2.5,350.0
63rd Street Weather Station,2021-07-17 18:00:00.314232,21,3.9,6.8,351.0
63rd Street Weather Station,2021-11-18 17:59:59.423841,285,3.1,5.7,350.0
63rd Street Weather Station,2021-08-02 04:00:00.763134,99,2.4,4.0,351.0
Foster Weather Station,2021-05-27 14:00:00.780128,0,3.3,0.0,
Oak Street Weather Station,2021-08-11 21:59:59.818373,87,0.5,4.1,358.0
Oak Street Weather Station,2021-07-07 17:00:00.517991,10,4.3,6.5,358.0
Oak Street Weather Station,2021-12-10 18:59:59.110934,114,3.6,5.0,357.0
Foster Weather Station,2021-11-01 03:00:00.012060,0,3.3,0.0,
Oak Street Weather Station,2021-06-09 17:00:00.267253,18,1.1,1.7,357.0
63rd Street Weather Station,2021-05-31 02:59:59.694830,211,1.5,3.3,351.0
Foster Weather Station,2021-07-08 07:59:59.741963,0,3.3,0.0,
Oak Street Weather Station,2021-11-03 00:00:00.350239,319,0.9,1.7,357.0
Foster Weather Station,2021-12-03 10:59:59.324863,0,3.3,0.0,
63rd Street Weather Station,2021-08-12 01:00:00.134367,251,5.2,7.3,351.0
63rd Street Weather Station,2021-07-18 15:59:59.261161,25,3.9,6.7,350.0
Foster Weather Station,2021-08-30 14:00:00.605783,0,3.3,0.0,
Oak Street Weather Station,2021-08-26 10:59:59.834004,118,2.3,4.1,358.0
Foster Weather Station,2021-08-28 14:00:00.025933,0,3.3,0.0,
63rd Street Weather Station,2021-09-21 09:59:59.435856,4,4.6,9.5,351.0
Oak Street Weather Station,2021-08-23 05:59:59.679128,126,0.9,1.6,357.0
Foster Weather Station,2021-06-26 06:00:00.252754,0,3.3,0.0,
63rd Street Weather Station,2021-11-18 00:59:59.610796,302,2.8,7.0,351.0
63rd Street Weather Station,2021-11-06 13:00:00.318979,243,4.4,9.6,350.0
Oak Street Weather Station,2021-10-30 14:00:00.388272,8,5.1,7.2,357.0
63rd Street Weather Station,2021-10-14 18:00:00.712020,228,1.3,3.2,351.0
63rd Street Weather Station,2021-10-02 07:59:59.641724,217,2.1,3.7,351.0
Foster Weather Station,2021-11-30 01:59:59.888201,0,3.3,0.0,
Oak Street Weather Station,2021-06-12 10:00:00.596888,39,1.4,1.8,358.0
63rd Street Weather Station,2021-07-03 18:00:00.188537,287,2.5,7.3,350.0
63rd Street Weather Station,2021-11-25 03:00:00.521672,259,2.6,3.7,351.0
Foster Weather Station,2021-06-19 04:59:59.730998,0,3.3,0.0,
Oak Street Weather Station,2021-07-22 11:00:00.264263,126,1.1,2.4,358.0
Oak Street Weather Station,2021-10-11 09:59:59.777610,76,1.4,2.9,357.0
63rd Street Weather Station,2021-06-08 18:59:59.256919,56,1.0,2.1,351.0
Oak Street Weather Station,2021-10-19 06:00:00.306773,275,2.1,8.4,357.0
Foster Weather Station,2021-06-04 06:00:00.084182,0,3.3,0.0,
Foster Weather Station,2021-09-12 05:59:59.657447,0,3.3,0.0,
Foster Weather Station,2021-11-08 09:59:59.150707,0,3.3,0.0,
Oak Street Weather Station,2021-06-11 11:59:59.342505,84,1.8,2.2,358.0
Foster Weather Station,2021-07-03 12:00:00.703834,0,3.3,0.0,
Oak Street Weather Station,2021-05-18 22:59:59.523354,106,2.3,3.8,357.0
Oak Street Weather Station,2021-07-29 00:00:00.851323,255,0.8,2.7,358.0
Foster Weather Station,2021-12-06 23:00:00.472143,0,3.3,0.0,
Oak Street Weather Station,2021-11-18 13:00:00.557924,6,1.8,5.0,357.0
Oak Street Weather Station,2021-06-12 12:00:00.282761,61,1.5,2.2,358.0
63rd Street Weather Station,2021-08-09 19:59:59.273142,198,4.0,7.3,351.0
Oak Street Weather Station,2021-06-06 10:00:00.142715,120,1.0,2.2,358.0
Foster Weather Station,2021-05-27 04:59:59.534768,0,3.3,0.0,
Oak Street Weather Station,2021-08-12 13:00:00.884143,279,1.0,1.9,358.0
Oak Street Weather Station,2021-10-07 17:00:00.410737,128,1.1,2.2,357.0
63rd Street Weather Station,2021-11-05 23:59:59.755603,219,1.3,2.4,351.0
Foster Weather Station,2021-10-13 12:00:00.173293,0,3.3,0.0,
Foster Weather Station,2021-11-23 06:59:59.804851,0,3.3,0.0,
Oak Street Weather Station,2021-11-01 22:00:00.735701,324,0.9,1.4,357.0
Oak Street Weather Station,2021-12-08 09:00:00.138368,347,1.7,2.9,357.0
Foster Weather Station,2021-11-29 10:59:59.707003,0,3.3,0.0,
Foster Weather Station,2021-09-07 23:59:59.742093,0,3.3,0.0,
Foster Weather Station,2021-09-20 15:00:00.854429,0,3.3,0.0,
63rd Street Weather Station,2021-11-19 16:00:00.617945,198,3.9,6.5,351.0
Foster Weather Station,2021-06-05 20:59:59.194895,0,3.3,0.0,
Foster Weather Station,2021-11-11 15:59:59.680941,0,3.3,0.0,
Foster Weather Station,2021-11-10 21:59:59.408994,0,3.3,0.0,
Oak Street Weather Station,2021-10-28 12:59:59.358150,106,4.6,6.4,357.0
Foster Weather Station,2021-07-13 14:00:00.543078,0,3.3,0.0,
Oak Street Weather Station,2021-06-07 04:00:00.376006,255,1.0,2.8,358.0
63rd Street Weather Station,2021-12-14 05:59:59.992606,148,2.2,3.3,350.0
Foster Weather Station,2021-10-20 21:59:59.217126,0,3.3,0.0,
63rd Street Weather Station,2021-12-17 10:59:59.703087,21,4.0,6.7,350.0
63rd Street Weather Station,2021-11-01 03:00:00.812070,307,1.8,3.7,350.0
Foster Weather Station,2021-05-30 00:59:59.846678,0,3.3,0.0,
63rd Street Weather Station,2021-08-31 21:00:00.640045,51,3.9,7.9,351.0
63rd Street Weather Station,2021-07-19 11:00:00.674097,45,2.3,4.0,352.0
Oak Street Weather Station,2021-10-12 18:00:00.468928,342,0.8,1.7,358.0
Foster Weather Station,2021-10-23 17:59:59.535008,0,3.3,0.0,
Oak Street Weather Station,2021-11-14 18:00:00.501730,343,2.5,5.0,357.0
63rd Street Weather Station,2021-09-03 17:59:59.584492,138,1.6,3.8,351.0
Oak Street Weather Station,2021-07-01 17:00:00.066248,18,5.3,7.7,357.0
Oak Street Weather Station,2021-06-05 05:00:00.281242,279,1.5,4.3,358.0
Oak Street Weather Station,2021-06-17 21:59:59.288936,135,0.8,1.6,358.0
Oak Street Weather Station,2021-08-14 02:59:59.876959,47,3.1,4.3,358.0
Foster Weather Station,2021-08-12 22:59:59.569654,0,3.3,0.0,
Oak Street Weather Station,2021-08-23 14:59:59.604835,123,2.5,4.4,358.0
Foster Weather Station,2021-08-09 18:00:00.330750,0,3.3,0.0,
63rd Street Weather Station,2021-05-26 02:00:00.080236,258,7.6,14.1,351.0
63rd Street Weather Station,2021-06-24 23:00:00.817784,202,2.8,5.8,351.0
Foster Weather Station,2021-09-26 01:59:59.992436,0,3.3,0.0,
Foster Weather Station,2021-06-18 04:59:59.706814,0,3.3,0.0,
63rd Street Weather Station,2021-11-11 09:00:00.598521,199,6.4,11.9,351.0
Oak Street Weather Station,2021-09-28 09:00:00.158840,102,2.4,4.2,358.0
63rd Street Weather Station,2021-06-10 04:00:00.631747,62,1.0,2.0,351.0
Foster Weather Station,2021-12-01 12:59:59.602822,0,3.3,0.0,
Oak Street Weather Station,2021-05-18 14:59:59.259958,116,1.5,3.6,358.0
Foster Weather Station,2021-12-12 00:00:00.779512,0,3.3,0.0,
Oak Street Weather Station,2021-11-01 11:59:59.815051,317,0.9,2.0,357.0
Oak Street Weather Station,2021-07-14 18:59:59.780257,120,1.0,2.8,358.0
Foster Weather Station,2021-11-30 05:59:59.923003,0,3.3,0.0,
Foster Weather Station,2021-05-24 06:00:00.640092,0,3.3,0.0,
Oak Street Weather Station,2021-07-30 11:00:00.334108,29,3.8,4.8,357.0
Oak Street Weather Station,2021-05-25 13:00:00.102695,82,1.0,2.3,358.0
Oak Street Weather Station,2021-10-10 13:00:00.525359,279,1.2,4.0,358.0
Oak Street Weather Station,2021-11-26 16:59:59.327899,240,1.0,2.1,357.0
Foster Weather Station,2021-11-06 16:59:59.970908,0,3.3,0.0,
Foster Weather Station,2021-10-05 15:00:00.621748,0,3.3,0.0,
Oak Street Weather Station,2021-07-05 21:59:59.207029,239,1.2,4.3,358.0
63rd Street Weather Station,2021-07-21 16:59:59.125917,33,5.3,6.8,350.0
Oak Street Weather Station,2021-10-30 00:00:00.695570,32,6.0,8.2,357.0
Oak Street Weather Station,2021-07-21 15:59:59.806096,19,2.7,3.3,358.0
Oak Street Weather Station,2021-09-09 20:59:59.347500,96,1.0,2.3,357.0
63rd Street Weather Station,2021-09-20 01:59:59.921606,201,1.7,4.1,351.0
Foster Weather Station,2021-10-18 03:59:59.220700,0,3.3,0.0,
Oak Street Weather Station,2021-12-06 20:00:00.442442,335,1.9,4.8,357.0
Foster Weather Station,2021-07-29 19:59:59.482820,0,3.3,0.0,
Foster Weather Station,2021-06-02 19:00:00.263671,0,3.3,0.0,
Foster Weather Station,2021-12-06 09:00:00.671301,0,3.3,0.0,
63rd Street Weather Station,2021-06-22 04:59:59.295358,251,2.0,3.0,351.0
Oak Street Weather Station,2021-08-24 23:00:00.017254,331,0.7,2.2,358.0
Foster Weather Station,2021-11-14 13:59:59.117988,0,3.3,0.0,
Foster Weather Station,2021-10-01 21:00:00.620809,0,3.3,0.0,
Foster Weather Station,2021-06-25 02:59:59.781264,0,3.3,0.0,
Foster Weather Station,2021-11-07 22:59:59.892065,0,3.3,0.0,
Oak Street Weather Station,2021-08-09 17:00:00.475314,92,1.1,2.1,358.0
Oak Street Weather Station,2021-06-19 07:59:59.834914,259,1.3,4.5,358.0
Oak Street Weather Station,2021-05-21 17:59:59.762382,332,1.0,2.5,358.0
63rd Street Weather Station,2021-07-11 22:00:00.438884,65,2.0,4.5,351.0
Foster Weather Station,2021-11-05 16:59:59.470424,0,3.3,0.0,
63rd Street Weather Station,2021-10-09 15:59:59.945197,90,1.8,3.7,350.0
Foster Weather Station,2021-10-29 14:59:59.558332,0,3.3,0.0,
Foster Weather Station,2021-12-07 20:00:00.067979,0,3.3,0.0,
63rd Street Weather Station,2021-08-03 00:59:59.363274,195,0.8,1.4,352.0
63rd Street Weather Station,2021-09-10 19:00:00.728554,207,2.2,4.5,352.0
Oak Street Weather Station,2021-05-28 06:00:00.052234,103,0.0,0.0,0.0
Oak Street Weather Station,2021-08-11 13:00:00.682189,212,1.7,4.4,358.0
Foster Weather Station,2021-11-27 13:00:00.004288,0,3.3,0.0,
63rd Street Weather Station,2021-06-11 02:00:00.348137,23,1.4,2.6,351.0
Oak Street Weather Station,2021-11-10 23:00:00.414684,115,1.8,6.0,357.0
Foster Weather Station,2021-06-12 05:00:00.418521,0,3.3,0.0,
63rd Street Weather Station,2021-10-12 17:59:59.263662,287,0.7,2.6,351.0
63rd Street Weather Station,2021-10-13 06:59:59.789595,230,1.5,2.3,351.0
Oak Street Weather Station,2021-11-01 14:00:00.395716,274,2.2,5.5,357.0
Foster Weather Station,2021-11-16 03:00:00.605604,0,3.3,0.0,
Oak Street Weather Station,2021-06-25 18:00:00.643410,54,0.5,1.1,358.0
Foster Weather Station,2021-11-23 21:00:00.615197,0,3.3,0.0,
Foster Weather Station,2021-06-22 16:59:59.142263,0,3.3,0.0,
Foster Weather Station,2021-06-02 16:00:00.374946,0,3.3,0.0,
Foster Weather Station,2021-08-24 20:00:00.757535,0,3.3,0.0,
Oak Street Weather Station,2021-11-13 18:59:59.488944,264,2.9,6.9,357.0
63rd Street Weather Station,2021-08-31 06:59:59.885233,0,0.0,0.6,351.0
Foster Weather Station,2021-06-30 02:59:59.749233,0,3.3,0.0,
63rd Street Weather Station,2021-08-29 01:59:59.688592,245,2.3,3.3,351.0
Oak Street Weather Station,2021-06-17 06:00:00.248367,16,0.0,0.6,358.0
Foster Weather Station,2021-10-02 02:59:59.585170,0,3.3,0.0,
Oak Street Weather Station,2021-06-16 10:59:59.289494,31,3.1,4.1,358.0
63rd Street Weather Station,2021-11-26 01:00:00.546928,326,5.3,8.2,350.0
63rd Street Weather Station,2021-07-25 07:00:00.291440,284,1.0,1.7,352.0
Oak Street Weather Station,2021-07-21 07:00:00.414068,46,4.0,5.2,358.0
Oak Street Weather Station,2021-12-06 09:00:00.238352,356,2.6,5.0,357.0
Oak Street Weather Station,2021-09-07 09:59:59.282154,301,1.6,4.0,358.0
63rd Street Weather Station,2021-07-03 07:00:00.328994,273,2.9,4.7,352.0
63rd Street Weather Station,2021-06-07 19:59:59.186822,226,1.0,1.7,351.0
Oak Street Weather Station,2021-06-11 11:00:00.086770,86,1.3,1.7,358.0
Oak Street Weather Station,2021-07-23 21:59:59.691504,0,0.0,0.7,358.0
63rd Street Weather Station,2021-11-09 16:00:00.713500,22,3.8,6.4,351.0
Oak Street Weather Station,2021-05-28 06:59:59.414387,81,8.2,11.0,357.0
Foster Weather Station,2021-09-10 06:00:00.794403,0,3.3,0.0,
Foster Weather Station,2021-09-16 05:00:00.360012,0,3.3,0.0,
63rd Street Weather Station,2021-11-21 03:59:59.537113,251,2.2,2.8,350.0
Oak Street Weather Station,2021-12-06 14:00:00.855688,339,2.1,4.9,357.0
Foster Weather Station,2021-09-02 07:59:59.819883,0,3.3,0.0,
63rd Street Weather Station,2021-09-01 16:00:00.352319,21,6.3,9.8,350.0
63rd Street Weather Station,2021-08-13 02:59:59.305317,258,2.3,3.3,351.0
Foster Weather Station,2021-07-21 06:00:00.865399,0,3.3,0.0,
Foster Weather Station,2021-10-22 02:00:00.585060,0,3.3,0.0,
Foster Weather Station,2021-11-20 17:59:59.479892,0,3.3,0.0,
