Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature
Foster Weather Station,2021-11-13 09:00:00.345780,3.28,
Foster Weather Station,2021-09-15 12:00:00.128710,20.56,
63rd Street Weather Station,2021-07-23 02:59:59.428281,25.0,23.2
Foster Weather Station,2021-11-25 12:00:00.583042,4.17,
Foster Weather Station,2021-07-30 04:00:00.138527,20.56,
Foster Weather Station,2021-08-30 04:00:00.731069,22.17,
63rd Street Weather Station,2021-05-31 20:59:59.169916,17.6,12.2
Oak Street Weather Station,2021-06-19 07:59:59.924258,24.8,20.2
Foster Weather Station,2021-09-05 08:00:00.139848,18.0,
Oak Street Weather Station,2021-09-22 12:00:00.255473,15.4,12.6
Oak Street Weather Station,2021-06-14 07:59:59.590097,19.6,17.0
Oak Street Weather Station,2021-11-20 15:59:59.392694,10.2,5.6
Foster Weather Station,2021-09-12 16:59:59.626890,22.78,
63rd Street Weather Station,2021-06-19 08:00:00.643090,23.9,20.4
Foster Weather Station,2021-08-27 01:59:59.961841,25.0,
Oak Street Weather Station,2021-07-05 07:59:59.195681,26.3,21.8
Foster Weather Station,2021-08-06 03:59:59.445484,23.67,
Oak Street Weather Station,2021-08-03 04:59:59.594474,21.4,15.7
Foster Weather Station,2021-08-25 13:00:00.160646,27.39,
63rd Street Weather Station,2021-05-20 00:59:59.323810,15.6,15.0
Foster Weather Station,2021-10-05 20:59:59.449758,18.78,
Oak Street Weather Station,2021-08-24 21:59:59.849194,23.7,22.6
Oak Street Weather Station,2021-07-01 23:59:59.468357,17.8,15.4
Oak Street Weather Station,2021-11-06 04:00:00.214068,7.6,3.6
63rd Street Weather Station,2021-06-03 08:59:59.169348,21.2,17.3
Oak Street Weather Station,2021-07-02 02:59:59.517660,18.1,15.8
Oak Street Weather Station,2021-06-26 05:00:00.231947,22.1,20.8
63rd Street Weather Station,2021-10-03 14:00:00.835336,20.8,20.2
Oak Street Weather Station,2021-09-09 09:00:00.334121,18.5,15.3
63rd Street Weather Station,2021-11-29 20:00:00.719218,4.7,1.6
Oak Street Weather Station,2021-09-10 10:59:59.844837,21.6,17.9
63rd Street Weather Station,2021-07-23 08:00:00.708569,25.0,23.7
Oak Street Weather Station,2021-08-10 07:59:59.477677,27.2,22.9
Oak Street Weather Station,2021-06-27 14:59:59.496920,28.8,22.1
Foster Weather Station,2021-09-13 16:00:00.080273,23.28,
Foster Weather Station,2021-11-30 15:59:59.523095,10.28,
Oak Street Weather Station,2021-08-30 14:00:00.351246,24.8,20.0
Foster Weather Station,2021-10-09 06:00:00.311012,18.28,
63rd Street Weather Station,2021-06-21 18:59:59.483966,18.2,14.4
Foster Weather Station,2021-10-01 14:00:00.065173,22.5,
Oak Street Weather Station,2021-09-02 22:00:00.841747,22.9,18.3
63rd Street Weather Station,2021-07-06 14:59:59.203419,31.8,22.8
Foster Weather Station,2021-09-07 09:59:59.960210,26.28,
Foster Weather Station,2021-06-13 20:00:00.073362,23.67,
Oak Street Weather Station,2021-12-12 23:59:59.994025,6.0,2.6
Oak Street Weather Station,2021-06-12 19:59:59.149937,24.0,21.4
Oak Street Weather Station,2021-07-01 00:00:00.799437,24.2,21.4
63rd Street Weather Station,2021-09-19 22:00:00.648595,27.5,21.5
Oak Street Weather Station,2021-09-11 01:00:00.312363,22.9,16.7
Oak Street Weather Station,2021-10-03 01:00:00.684639,21.5,20.0
Oak Street Weather Station,2021-11-13 16:59:59.590872,4.4,1.6
Oak Street Weather Station,2021-09-17 22:00:00.471911,24.2,20.1
63rd Street Weather Station,2021-07-08 17:00:00.450133,18.3,17.0
Foster Weather Station,2021-08-05 14:59:59.405138,26.56,
Oak Street Weather Station,2021-11-26 06:00:00.730486,-5.8,-7.6
Oak Street Weather Station,2021-08-01 11:59:59.172650,21.0,18.2
63rd Street Weather Station,2021-10-23 13:00:00.216378,10.5,6.3
63rd Street Weather Station,2021-07-12 11:00:00.735011,21.0,19.9
Oak Street Weather Station,2021-09-03 16:00:00.845081,23.0,18.1
Oak Street Weather Station,2021-09-01 06:59:59.906276,22.2,18.2
63rd Street Weather Station,2021-11-02 12:59:59.880149,7.7,3.2
Oak Street Weather Station,2021-12-08 12:00:00.280537,-0.3,-2.4
Oak Street Weather Station,2021-06-25 02:00:00.719096,22.6,20.5
63rd Street Weather Station,2021-12-11 02:59:59.511081,15.6,13.9
Foster Weather Station,2021-05-22 14:00:00.328619,23.06,
Foster Weather Station,2021-10-19 05:00:00.396644,13.56,
Oak Street Weather Station,2021-09-15 08:59:59.695114,20.6,15.7
Oak Street Weather Station,2021-06-12 09:59:59.361502,23.1,21.3
Foster Weather Station,2021-07-04 10:00:00.054660,27.28,
Foster Weather Station,2021-06-17 03:59:59.200207,17.06,
Foster Weather Station,2021-11-27 03:00:00.620542,-0.28,
Foster Weather Station,2021-12-15 10:59:59.709954,16.0,
Oak Street Weather Station,2021-07-03 22:00:00.723938,27.5,21.0
Foster Weather Station,2021-07-01 20:00:00.773868,17.67,
63rd Street Weather Station,2021-05-23 03:59:59.612198,22.8,20.3
Foster Weather Station,2021-08-19 17:00:00.222730,25.5,
Oak Street Weather Station,2021-06-26 19:59:59.929915,24.4,22.8
63rd Street Weather Station,2021-07-08 08:59:59.802525,18.4,17.3
63rd Street Weather Station,2021-07-21 20:00:00.747028,20.6,19.4
Foster Weather Station,2021-07-22 07:59:59.414699,20.78,
63rd Street Weather Station,2021-08-11 19:59:59.639356,30.3,26.9
63rd Street Weather Station,2021-10-21 16:59:59.865511,13.1,10.8
Foster Weather Station,2021-10-12 10:00:00.101292,17.06,
63rd Street Weather Station,2021-08-28 03:00:00.879222,26.1,23.4
Foster Weather Station,2021-07-07 04:00:00.710474,20.39,
Oak Street Weather Station,2021-11-30 15:00:00.647173,11.5,5.5
Foster Weather Station,2021-10-27 13:00:00.806855,10.56,
63rd Street Weather Station,2021-10-20 08:59:59.731238,15.1,11.9
Oak Street Weather Station,2021-10-31 04:00:00.257517,10.2,8.1
Oak Street Weather Station,2021-11-20 07:59:59.813744,4.4,1.5
Foster Weather Station,2021-11-11 00:00:00.283207,11.67,
63rd Street Weather Station,2021-06-28 15:00:00.229062,19.5,19.2
63rd Street Weather Station,2021-11-06 10:59:59.475867,10.3,5.6
Oak Street Weather Station,2021-07-07 08:59:59.140242,28.2,22.9
Oak Street Weather Station,2021-07-14 09:59:59.100717,26.7,22.1
Oak Street Weather Station,2021-12-11 09:00:00.560661,3.1,1.2
Oak Street Weather Station,2021-12-12 10:00:00.462846,5.2,1.5
63rd Street Weather Station,2021-12-06 22:00:00.105417,-7.5,-9.7
Oak Street Weather Station,2021-09-23 12:59:59.662528,16.5,10.9
63rd Street Weather Station,2021-07-28 05:59:59.786503,23.5,22.2
Foster Weather Station,2021-10-13 11:59:59.966809,19.39,
Foster Weather Station,2021-06-12 16:00:00.782985,15.17,
63rd Street Weather Station,2021-10-08 10:59:59.431241,21.9,19.0
Oak Street Weather Station,2021-11-03 11:59:59.862180,6.5,2.1
63rd Street Weather Station,2021-06-14 03:00:00.115228,23.4,17.5
63rd Street Weather Station,2021-08-23 14:59:59.720877,30.4,22.5
63rd Street Weather Station,2021-12-07 07:00:00.336697,-9.1,-10.8
63rd Street Weather Station,2021-06-26 14:59:59.345300,26.0,24.9
Foster Weather Station,2021-07-02 02:00:00.824757,17.17,
Oak Street Weather Station,2021-06-02 11:59:59.637267,15.9,14.0
63rd Street Weather Station,2021-07-01 02:00:00.362068,20.9,20.4
Oak Street Weather Station,2021-11-10 15:00:00.476141,13.3,10.7
Foster Weather Station,2021-12-05 15:00:00.738397,2.56,
Foster Weather Station,2021-05-25 03:00:00.254066,17.56,
63rd Street Weather Station,2021-08-08 13:00:00.724607,30.3,24.6
Foster Weather Station,2021-08-11 14:00:00.004622,30.78,
Oak Street Weather Station,2021-09-16 14:00:00.227884,24.0,18.5
Oak Street Weather Station,2021-11-12 17:59:59.368750,3.3,1.8
Oak Street Weather Station,2021-06-22 18:59:59.326647,20.2,15.1
63rd Street Weather Station,2021-08-08 21:00:00.071466,24.4,21.7
63rd Street Weather Station,2021-07-29 13:59:59.520399,24.9,23.0
Foster Weather Station,2021-12-13 23:00:00.765021,5.17,
63rd Street Weather Station,2021-05-19 00:00:00.010238,16.1,15.1
Foster Weather Station,2021-06-08 06:00:00.422616,14.06,
Oak Street Weather Station,2021-08-11 03:00:00.761096,26.1,23.2
Foster Weather Station,2021-08-05 22:00:00.550959,25.67,
Foster Weather Station,2021-06-21 13:59:59.657498,21.5,
Foster Weather Station,2021-10-31 02:00:00.319184,8.67,
63rd Street Weather Station,2021-11-12 06:59:59.109453,4.2,2.7
63rd Street Weather Station,2021-10-26 03:59:59.777224,11.8,9.0
Oak Street Weather Station,2021-11-01 05:00:00.416474,4.9,2.3
Foster Weather Station,2021-07-05 01:00:00.829477,26.06,
63rd Street Weather Station,2021-06-22 12:59:59.471508,20.9,12.8
Oak Street Weather Station,2021-07-21 10:00:00.066179,20.2,17.8
Oak Street Weather Station,2021-07-21 16:59:59.306769,20.8,18.7
Oak Street Weather Station,2021-11-19 04:59:59.961512,0.1,-2.4
63rd Street Weather Station,2021-09-08 01:00:00.485533,19.7,17.1
Foster Weather Station,2021-12-09 07:59:59.328617,1.56,
Foster Weather Station,2021-10-19 18:59:59.258496,19.0,
Oak Street Weather Station,2021-08-23 10:00:00.280885,26.7,21.9
Foster Weather Station,2021-08-18 23:59:59.935525,23.67,
Oak Street Weather Station,2021-11-09 08:00:00.454609,12.9,11.2
Oak Street Weather Station,2021-12-03 00:00:00.494623,8.6,4.7
Foster Weather Station,2021-08-01 04:00:00.825657,20.67,
Foster Weather Station,2021-06-21 08:59:59.851839,18.89,
63rd Street Weather Station,2021-07-05 18:00:00.599909,31.4,24.6
63rd Street Weather Station,2021-10-21 02:59:59.343026,17.3,14.7
Foster Weather Station,2021-11-06 04:59:59.280401,4.89,
Foster Weather Station,2021-06-06 02:59:59.763046,18.5,
Oak Street Weather Station,2021-06-27 04:00:00.110900,23.8,22.1
63rd Street Weather Station,2021-08-25 05:00:00.438591,22.6,22.2
Oak Street Weather Station,2021-08-30 05:59:59.387719,23.1,19.0
Oak Street Weather Station,2021-08-20 14:00:00.536756,26.0,23.7
Oak Street Weather Station,2021-10-14 13:59:59.647358,20.0,13.6
63rd Street Weather Station,2021-09-11 10:59:59.592900,24.5,20.3
Oak Street Weather Station,2021-09-20 13:59:59.183239,26.6,22.2
Oak Street Weather Station,2021-11-24 08:59:59.141551,7.7,3.5
Oak Street Weather Station,2021-11-24 05:59:59.931659,6.1,2.2
63rd Street Weather Station,2021-07-22 00:00:00.486934,20.6,19.3
63rd Street Weather Station,2021-11-30 03:59:59.905228,4.6,1.7
63rd Street Weather Station,2021-12-17 11:00:00.119814,1.5,-0.3
Oak Street Weather Station,2021-12-12 14:59:59.822676,10.2,4.0
Foster Weather Station,2021-11-24 07:59:59.927277,5.5,
Oak Street Weather Station,2021-06-04 21:59:59.334700,27.9,17.4
Foster Weather Station,2021-07-18 15:59:59.763537,22.39,
63rd Street Weather Station,2021-11-12 21:59:59.116301,2.5,1.8
63rd Street Weather Station,2021-07-06 05:00:00.303657,25.5,22.5
63rd Street Weather Station,2021-11-05 15:59:59.357285,11.1,6.1
Foster Weather Station,2021-10-31 22:59:59.628422,6.0,
63rd Street Weather Station,2021-11-17 12:59:59.271404,13.1,12.9
Oak Street Weather Station,2021-10-10 15:59:59.947834,25.4,20.4
Foster Weather Station,2021-11-17 12:59:59.333596,10.39,
63rd Street Weather Station,2021-09-28 13:59:59.300584,18.7,15.9
Oak Street Weather Station,2021-06-15 13:00:00.012166,19.8,16.7
63rd Street Weather Station,2021-07-11 02:00:00.256625,20.8,19.9
Oak Street Weather Station,2021-07-23 03:00:00.705381,25.5,22.8
Oak Street Weather Station,2021-06-15 10:00:00.731714,19.5,17.0
Oak Street Weather Station,2021-10-19 04:59:59.600654,15.4,11.2
63rd Street Weather Station,2021-10-28 06:00:00.117647,11.3,10.1
Foster Weather Station,2021-06-22 04:00:00.084487,13.89,
Oak Street Weather Station,2021-09-29 16:00:00.602055,20.4,17.1
63rd Street Weather Station,2021-06-13 11:00:00.765511,23.3,20.8
63rd Street Weather Station,2021-08-01 02:59:59.185138,22.1,19.6
Foster Weather Station,2021-07-16 03:00:00.495645,19.0,
63rd Street Weather Station,2021-12-02 14:00:00.722572,14.0,6.5
Oak Street Weather Station,2021-05-19 23:59:59.265118,18.9,16.8
Foster Weather Station,2021-10-31 00:00:00.146240,9.17,
63rd Street Weather Station,2021-07-13 18:59:59.707109,26.3,21.9
63rd Street Weather Station,2021-10-23 05:00:00.172456,7.2,4.4
Oak Street Weather Station,2021-08-20 08:00:00.046669,25.0,23.5
63rd Street Weather Station,2021-07-15 17:59:59.159055,22.2,21.2
63rd Street Weather Station,2021-05-31 01:59:59.649544,15.1,10.2
63rd Street Weather Station,2021-06-29 17:59:59.480801,29.3,24.0
63rd Street Weather Station,2021-09-14 03:00:00.479428,24.8,21.5
Foster Weather Station,2021-07-29 23:00:00.504256,22.17,
63rd Street Weather Station,2021-09-12 05:00:00.659981,23.2,20.7
Foster Weather Station,2021-07-21 03:00:00.767161,19.39,
Foster Weather Station,2021-12-16 15:59:59.901172,4.56,
Oak Street Weather Station,2021-07-29 13:00:00.018560,26.1,22.7
Foster Weather Station,2021-09-01 18:59:59.683887,21.67,
Foster Weather Station,2021-08-31 14:00:00.355452,24.0,
63rd Street Weather Station,2021-06-12 03:00:00.670153,22.4,22.4
Oak Street Weather Station,2021-07-07 17:59:59.293162,20.9,19.9
Oak Street Weather Station,2021-08-04 16:59:59.356449,24.8,18.4
Oak Street Weather Station,2021-11-11 13:00:00.019024,10.5,8.1
63rd Street Weather Station,2021-07-20 09:59:59.940984,26.9,20.8
Foster Weather Station,2021-09-08 14:59:59.644700,25.0,
Oak Street Weather Station,2021-06-13 11:59:59.661421,23.2,19.9
Foster Weather Station,2021-05-21 13:59:59.488464,22.0,
Foster Weather Station,2021-06-01 01:00:00.796995,8.28,
Oak Street Weather Station,2021-05-27 13:59:59.463382,10.9,8.8
Foster Weather Station,2021-08-17 00:00:00.872654,21.39,
63rd Street Weather Station,2021-10-01 19:59:59.234959,21.6,19.6
Foster Weather Station,2021-05-26 07:59:59.396119,13.78,
Oak Street Weather Station,2021-07-29 00:00:00.326727,28.6,25.2
Oak Street Weather Station,2021-06-04 15:59:59.460229,32.1,18.3
63rd Street Weather Station,2021-07-31 02:00:00.290741,20.3,16.8
63rd Street Weather Station,2021-10-03 12:00:00.428189,22.4,20.7
Oak Street Weather Station,2021-06-26 14:59:59.668821,26.2,23.4
63rd Street Weather Station,2021-06-22 00:59:59.430867,16.2,12.5
63rd Street Weather Station,2021-08-24 18:00:00.729894,33.3,26.9
63rd Street Weather Station,2021-06-05 09:59:59.590540,27.6,20.6
Oak Street Weather Station,2021-07-27 02:59:59.836292,26.6,20.7
Foster Weather Station,2021-10-25 14:00:00.314586,11.17,
63rd Street Weather Station,2021-09-11 20:59:59.878489,27.5,21.9
Oak Street Weather Station,2021-08-24 00:00:00.407652,27.5,23.8
Foster Weather Station,2021-11-18 02:00:00.539412,3.67,
Oak Street Weather Station,2021-12-02 03:00:00.469238,11.0,7.3
Foster Weather Station,2021-06-30 09:59:59.718611,23.17,
Oak Street Weather Station,2021-09-25 10:00:00.884871,17.0,12.9
Foster Weather Station,2021-05-21 22:59:59.512404,13.39,
63rd Street Weather Station,2021-11-07 01:00:00.582443,10.0,6.5
Foster Weather Station,2021-11-17 18:59:59.489255,8.78,
Oak Street Weather Station,2021-07-06 19:00:00.353772,31.0,22.9
Oak Street Weather Station,2021-12-14 01:00:00.050058,3.2,2.2
63rd Street Weather Station,2021-08-24 03:00:00.109641,25.8,24.2
Oak Street Weather Station,2021-08-25 16:59:59.275493,29.1,25.2
Oak Street Weather Station,2021-11-14 21:00:00.867949,2.5,0.2
63rd Street Weather Station,2021-06-03 23:00:00.857111,26.6,17.2
Foster Weather Station,2021-12-01 00:59:59.180333,4.78,
Foster Weather Station,2021-11-03 15:59:59.398068,6.0,
Oak Street Weather Station,2021-08-05 21:59:59.966100,26.3,18.2
Foster Weather Station,2021-11-20 08:59:59.777482,3.67,
Oak Street Weather Station,2021-08-28 10:59:59.989773,30.5,25.0
Oak Street Weather Station,2021-07-30 13:59:59.296134,20.2,16.2
Oak Street Weather Station,2021-09-07 01:00:00.401816,22.5,16.0
Oak Street Weather Station,2021-10-14 02:00:00.778616,22.2,20.3
Oak Street Weather Station,2021-09-13 16:00:00.771189,24.5,22.1
63rd Street Weather Station,2021-09-22 12:59:59.158610,16.2,13.9
Oak Street Weather Station,2021-06-09 07:00:00.563346,21.3,19.3
Foster Weather Station,2021-10-19 02:59:59.945249,14.28,
63rd Street Weather Station,2021-11-12 05:00:00.153598,5.8,3.7
Foster Weather Station,2021-11-25 08:59:59.219562,6.17,
63rd Street Weather Station,2021-11-21 00:00:00.664832,5.6,3.6
Oak Street Weather Station,2021-08-08 10:00:00.389844,29.1,23.7
Oak Street Weather Station,2021-06-07 20:59:59.980819,23.5,20.8
63rd Street Weather Station,2021-08-17 05:59:59.437945,21.2,20.2
Foster Weather Station,2021-11-09 21:00:00.004016,11.17,
Oak Street Weather Station,2021-11-09 19:00:00.236886,11.4,9.6
Oak Street Weather Station,2021-07-18 04:00:00.003104,21.1,19.5
63rd Street Weather Station,2021-10-31 13:00:00.238531,11.8,9.1
63rd Street Weather Station,2021-11-11 17:00:00.489912,9.7,7.0
Foster Weather Station,2021-08-19 08:00:00.193939,24.06,
Foster Weather Station,2021-11-07 05:59:59.797903,8.06,
Foster Weather Station,2021-05-26 09:00:00.546126,13.78,
63rd Street Weather Station,2021-09-02 01:00:00.541610,23.5,18.9
63rd Street Weather Station,2021-06-20 07:00:00.412546,20.0,19.1
63rd Street Weather Station,2021-06-03 18:59:59.347213,29.2,17.7
63rd Street Weather Station,2021-06-24 11:00:00.358686,24.6,19.5
63rd Street Weather Station,2021-11-06 21:59:59.428964,11.4,7.2
Oak Street Weather Station,2021-07-02 14:00:00.847324,18.2,16.1
63rd Street Weather Station,2021-09-04 22:59:59.647966,21.0,17.6
Foster Weather Station,2021-06-20 00:00:00.139199,18.67,
63rd Street Weather Station,2021-05-26 10:00:00.774110,21.9,19.7
Oak Street Weather Station,2021-09-12 03:00:00.650375,24.3,20.1
Foster Weather Station,2021-12-01 21:59:59.417570,8.89,
Oak Street Weather Station,2021-11-17 06:00:00.805663,16.3,14.2
Oak Street Weather Station,2021-09-04 17:00:00.040846,23.5,20.2
63rd Street Weather Station,2021-08-12 10:59:59.311903,26.4,23.6
Oak Street Weather Station,2021-08-05 10:59:59.210107,27.9,19.2
Oak Street Weather Station,2021-06-10 05:00:00.193350,19.5,18.5
63rd Street Weather Station,2021-11-23 07:00:00.621508,-2.3,-4.3
63rd Street Weather Station,2021-09-15 09:00:00.528054,20.3,16.5
Foster Weather Station,2021-06-14 22:00:00.128176,21.67,
63rd Street Weather Station,2021-10-22 05:00:00.277188,9.2,6.5
63rd Street Weather Station,2021-09-07 17:59:59.604302,22.6,22.1
Foster Weather Station,2021-11-26 01:59:59.604319,-5.89,
Oak Street Weather Station,2021-07-10 07:00:00.712954,20.3,17.9
63rd Street Weather Station,2021-10-31 02:00:00.839122,9.1,8.1
Oak Street Weather Station,2021-06-03 12:59:59.658632,24.1,17.0
63rd Street Weather Station,2021-05-28 16:00:00.794099,9.7,8.5
63rd Street Weather Station,2021-08-05 20:00:00.116402,26.6,18.8
63rd Street Weather Station,2021-05-22 15:00:00.536477,29.8,20.9
Foster Weather Station,2021-10-01 21:59:59.919097,22.78,
Oak Street Weather Station,2021-06-18 09:59:59.617748,26.8,22.4
63rd Street Weather Station,2021-10-21 05:00:00.694882,13.5,10.8
Oak Street Weather Station,2021-10-22 13:59:59.914666,12.2,7.0
Oak Street Weather Station,2021-11-24 15:59:59.506615,11.9,7.5
63rd Street Weather Station,2021-05-22 20:59:59.997731,27.6,19.6
Foster Weather Station,2021-08-01 17:59:59.342681,20.89,
63rd Street Weather Station,2021-05-29 15:59:59.913999,12.2,8.3
63rd Street Weather Station,2021-05-30 11:59:59.706726,13.8,11.6
Oak Street Weather Station,2021-11-14 09:59:59.925903,3.6,1.7
Foster Weather Station,2021-06-15 18:59:59.684254,19.28,
Oak Street Weather Station,2021-05-20 12:59:59.422664,24.6,19.2
63rd Street Weather Station,2021-08-09 17:59:59.664941,26.9,24.5
Foster Weather Station,2021-09-17 16:59:59.920139,31.39,
Oak Street Weather Station,2021-12-02 21:59:59.457075,9.2,5.1
Oak Street Weather Station,2021-05-27 08:00:00.126235,11.9,9.6
Foster Weather Station,2021-11-21 20:59:59.696173,2.39,
Oak Street Weather Station,2021-11-08 05:00:00.433125,11.8,8.2
Oak Street Weather Station,2021-06-03 14:00:00.837647,24.7,16.7
Foster Weather Station,2021-06-26 00:00:00.887378,20.06,
63rd Street Weather Station,2021-12-11 06:00:00.529953,7.1,5.5
Foster Weather Station,2021-06-06 01:59:59.708674,19.0,
Oak Street Weather Station,2021-06-14 02:59:59.634984,25.0,17.4
63rd Street Weather Station,2021-07-31 08:59:59.566112,21.5,17.1
Foster Weather Station,2021-05-23 14:59:59.250605,14.5,
Oak Street Weather Station,2021-05-27 11:00:00.417747,11.8,9.0
Foster Weather Station,2021-07-26 04:00:00.612211,24.56,
Foster Weather Station,2021-07-04 02:00:00.438896,24.06,
Foster Weather Station,2021-12-04 01:59:59.513873,2.28,
Foster Weather Station,2021-06-09 13:00:00.743597,15.67,
Oak Street Weather Station,2021-06-16 03:00:00.131304,18.4,14.8
Foster Weather Station,2021-06-15 06:59:59.758247,19.0,
Foster Weather Station,2021-08-05 12:59:59.921476,28.28,
Oak Street Weather Station,2021-05-23 10:59:59.823869,25.0,20.9
63rd Street Weather Station,2021-08-14 02:59:59.482038,23.4,18.6
63rd Street Weather Station,2021-06-07 20:00:00.725446,23.6,21.9
Foster Weather Station,2021-07-19 06:59:59.804890,20.89,
63rd Street Weather Station,2021-12-05 14:00:00.100989,2.7,2.4
63rd Street Weather Station,2021-11-09 13:00:00.099112,12.2,11.1
63rd Street Weather Station,2021-11-17 20:00:00.861919,8.7,4.7
Foster Weather Station,2021-11-22 06:59:59.394862,-4.28,
Foster Weather Station,2021-11-09 10:59:59.991442,11.89,
63rd Street Weather Station,2021-06-16 05:59:59.397237,17.9,14.5
Oak Street Weather Station,2021-08-02 11:59:59.499366,22.4,16.9
63rd Street Weather Station,2021-09-17 05:59:59.944358,19.7,18.0
63rd Street Weather Station,2021-09-22 22:59:59.930620,17.3,13.9
Foster Weather Station,2021-09-28 21:59:59.205389,17.89,
Oak Street Weather Station,2021-11-19 03:00:00.430993,0.7,-2.2
Foster Weather Station,2021-09-23 21:59:59.816824,15.39,
63rd Street Weather Station,2021-05-22 11:59:59.837206,27.5,20.2
Oak Street Weather Station,2021-11-30 16:59:59.906512,10.5,4.7
Oak Street Weather Station,2021-09-25 02:00:00.413055,13.8,11.9
Foster Weather Station,2021-07-27 00:59:59.781971,26.56,
Oak Street Weather Station,2021-11-17 16:00:00.205167,10.3,8.5
63rd Street Weather Station,2021-12-03 07:00:00.167171,6.9,4.7
63rd Street Weather Station,2021-12-17 23:59:59.203006,4.9,2.1
Oak Street Weather Station,2021-12-12 19:00:00.045321,7.6,3.6
63rd Street Weather Station,2021-11-28 12:00:00.286648,3.0,-0.7
Foster Weather Station,2021-12-12 15:59:59.202323,9.17,
Oak Street Weather Station,2021-08-23 18:00:00.359012,26.8,23.1
63rd Street Weather Station,2021-10-30 00:59:59.795907,13.0,12.7
63rd Street Weather Station,2021-07-08 11:59:59.321738,18.2,17.1
63rd Street Weather Station,2021-12-18 04:00:00.025169,3.6,2.7
Foster Weather Station,2021-11-24 05:00:00.651694,4.17,
Oak Street Weather Station,2021-12-07 20:00:00.177901,-3.2,-6.2
63rd Street Weather Station,2021-11-10 02:00:00.505500,12.2,10.3
63rd Street Weather Station,2021-09-20 02:00:00.636962,24.5,21.1
Oak Street Weather Station,2021-08-20 07:00:00.555264,24.4,23.4
Oak Street Weather Station,2021-10-15 15:59:59.154072,15.9,12.1
Foster Weather Station,2021-08-27 03:59:59.215124,24.39,
Oak Street Weather Station,2021-12-11 17:59:59.464481,4.4,1.2
63rd Street Weather Station,2021-08-29 00:59:59.995751,27.5,24.1
Foster Weather Station,2021-06-17 05:59:59.123274,16.89,
Foster Weather Station,2021-11-28 05:59:59.883523,-0.78,
63rd Street Weather Station,2021-12-13 12:59:59.100858,9.6,5.2
Foster Weather Station,2021-06-06 11:59:59.782912,21.39,
Oak Street Weather Station,2021-11-09 22:59:59.464678,11.5,9.0
Foster Weather Station,2021-07-23 16:59:59.740357,23.39,
Foster Weather Station,2021-07-03 20:59:59.944287,27.78,
Foster Weather Station,2021-11-08 05:00:00.422817,10.5,
Oak Street Weather Station,2021-10-30 22:00:00.543705,12.7,10.6
63rd Street Weather Station,2021-09-26 03:59:59.492047,15.2,10.1
Foster Weather Station,2021-12-01 14:00:00.156685,7.89,
Foster Weather Station,2021-11-18 21:00:00.540807,0.39,
Foster Weather Station,2021-09-25 10:00:00.722027,15.67,
63rd Street Weather Station,2021-10-27 13:59:59.680351,11.6,8.2
63rd Street Weather Station,2021-07-16 22:00:00.654406,20.6,20.3
63rd Street Weather Station,2021-10-26 12:00:00.858075,12.0,9.4
Oak Street Weather Station,2021-09-24 21:00:00.359590,23.7,15.4
Foster Weather Station,2021-05-27 13:00:00.428154,5.56,
Foster Weather Station,2021-07-01 11:00:00.369860,19.17,
Oak Street Weather Station,2021-09-02 18:59:59.475872,22.8,17.4
Oak Street Weather Station,2021-09-28 10:00:00.248445,18.3,15.7
63rd Street Weather Station,2021-08-29 20:59:59.752916,27.4,24.0
Oak Street Weather Station,2021-09-02 13:00:00.890284,22.3,16.9
63rd Street Weather Station,2021-06-13 07:59:59.294373,22.0,21.1
63rd Street Weather Station,2021-12-05 05:59:59.207281,4.3,1.1
Foster Weather Station,2021-09-24 22:59:59.615679,17.28,
Oak Street Weather Station,2021-08-20 15:59:59.483598,26.8,24.1
Oak Street Weather Station,2021-05-29 04:59:59.624297,9.1,5.9
Foster Weather Station,2021-11-01 12:59:59.495283,8.17,
Foster Weather Station,2021-10-18 20:00:00.657805,19.39,
Foster Weather Station,2021-06-21 09:59:59.217739,18.56,
Foster Weather Station,2021-11-11 02:00:00.799041,11.89,
Oak Street Weather Station,2021-08-12 00:00:00.730913,28.7,25.6
Oak Street Weather Station,2021-05-20 20:59:59.973135,26.0,19.3
Foster Weather Station,2021-09-28 00:00:00.135294,18.06,
63rd Street Weather Station,2021-07-19 11:59:59.908993,22.5,21.6
Foster Weather Station,2021-09-13 10:59:59.511599,23.78,
Foster Weather Station,2021-08-09 19:59:59.620641,25.0,
63rd Street Weather Station,2021-07-28 05:00:00.746479,25.5,22.7
Foster Weather Station,2021-09-05 05:00:00.318143,17.06,
Foster Weather Station,2021-07-16 06:00:00.878670,19.39,
63rd Street Weather Station,2021-10-17 06:00:00.240657,8.0,5.6
Oak Street Weather Station,2021-06-27 00:59:59.884747,24.3,22.6
Oak Street Weather Station,2021-09-17 03:59:59.300004,23.3,18.9
Foster Weather Station,2021-07-19 16:00:00.130292,22.0,
Oak Street Weather Station,2021-10-20 16:59:59.305147,22.5,15.4
Oak Street Weather Station,2021-08-18 18:00:00.598996,25.2,23.3
Foster Weather Station,2021-12-03 12:00:00.551350,6.5,
Foster Weather Station,2021-07-23 07:59:59.502034,25.39,
63rd Street Weather Station,2021-05-29 03:00:00.692843,9.4,5.8
Oak Street Weather Station,2021-06-28 08:59:59.865220,18.4,17.4
Oak Street Weather Station,2021-06-15 08:00:00.572489,19.7,16.9
