Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature
Foster Weather Station,2021-09-05 08:59:59.675594,20.17,
Oak Street Weather Station,2021-06-21 05:59:59.284226,21.0,18.7
Foster Weather Station,2021-12-12 10:00:00.102952,4.67,
Foster Weather Station,2021-08-11 15:59:59.977889,30.89,
Oak Street Weather Station,2021-07-18 01:00:00.794856,21.1,19.0
63rd Street Weather Station,2021-10-15 01:00:00.587689,16.1,14.1
Oak Street Weather Station,2021-06-17 20:00:00.722476,29.9,19.0
Foster Weather Station,2021-10-14 00:59:59.635580,21.5,
Foster Weather Station,2021-08-02 05:59:59.646910,20.28,
Foster Weather Station,2021-10-31 12:00:00.400617,11.28,
Oak Street Weather Station,2021-05-28 10:00:00.813910,8.7,7.4
Foster Weather Station,2021-11-09 07:00:00.669764,12.0,
Oak Street Weather Station,2021-07-18 19:00:00.015848,22.1,20.0
Foster Weather Station,2021-12-06 00:00:00.127902,3.5,
63rd Street Weather Station,2021-05-18 21:00:00.666950,18.7,17.0
63rd Street Weather Station,2021-09-26 19:00:00.734561,26.0,16.4
Foster Weather Station,2021-09-30 09:59:59.567180,19.06,
Oak Street Weather Station,2021-10-27 01:00:00.754703,11.6,8.9
63rd Street Weather Station,2021-07-06 11:59:59.951281,30.3,23.6
Foster Weather Station,2021-11-27 05:59:59.915189,0.17,
Foster Weather Station,2021-12-02 15:59:59.949626,11.39,
Foster Weather Station,2021-10-21 10:00:00.065186,10.89,
Foster Weather Station,2021-11-10 18:59:59.109977,12.06,
63rd Street Weather Station,2021-06-24 19:59:59.735894,22.0,21.6
Foster Weather Station,2021-07-22 06:59:59.620895,20.0,
63rd Street Weather Station,2021-07-30 06:00:00.735515,20.7,17.8
Foster Weather Station,2021-06-24 03:00:00.097779,21.5,
63rd Street Weather Station,2021-12-06 11:59:59.214607,1.2,-1.7
Oak Street Weather Station,2021-09-17 10:59:59.598354,28.1,20.1
63rd Street Weather Station,2021-10-05 14:59:59.413987,19.2,18.4
63rd Street Weather Station,2021-08-13 07:00:00.566192,23.6,19.9
63rd Street Weather Station,2021-12-14 05:00:00.862076,4.8,3.8
Oak Street Weather Station,2021-07-08 01:59:59.294341,19.5,18.5
Foster Weather Station,2021-09-21 03:59:59.129719,19.56,
Oak Street Weather Station,2021-07-08 06:59:59.377004,18.1,17.0
Oak Street Weather Station,2021-07-30 06:00:00.183568,20.4,17.3
63rd Street Weather Station,2021-11-18 01:00:00.478202,5.3,1.9
Foster Weather Station,2021-06-25 00:00:00.349709,21.89,
Foster Weather Station,2021-09-19 17:59:59.613673,24.28,
Foster Weather Station,2021-10-16 02:00:00.172426,10.78,
63rd Street Weather Station,2021-11-25 20:59:59.223266,-1.6,-3.7
63rd Street Weather Station,2021-07-08 11:00:00.848454,18.1,17.0
Oak Street Weather Station,2021-05-28 12:00:00.771699,8.5,7.5
Foster Weather Station,2021-06-28 12:59:59.705124,19.5,
Foster Weather Station,2021-10-19 19:59:59.704363,18.28,
Foster Weather Station,2021-05-23 19:00:00.734938,7.5,
Foster Weather Station,2021-08-17 20:00:00.894782,23.17,
63rd Street Weather Station,2021-12-05 04:00:00.291123,4.5,1.5
63rd Street Weather Station,2021-09-06 19:59:59.193499,22.1,18.0
Oak Street Weather Station,2021-07-28 12:00:00.620634,31.5,24.0
Foster Weather Station,2021-09-06 05:59:59.701255,18.39,
Foster Weather Station,2021-11-19 16:59:59.360110,3.28,
63rd Street Weather Station,2021-06-12 13:00:00.416709,24.0,22.6
Foster Weather Station,2021-08-13 11:00:00.012450,21.39,
Oak Street Weather Station,2021-10-30 02:00:00.349506,12.9,11.9
Oak Street Weather Station,2021-09-25 03:00:00.840671,13.5,11.4
63rd Street Weather Station,2021-08-27 19:59:59.790441,30.5,25.9
Oak Street Weather Station,2021-09-07 08:59:59.560647,25.1,20.0
Foster Weather Station,2021-06-23 08:59:59.173890,19.5,
63rd Street Weather Station,2021-05-21 07:00:00.482607,21.7,18.0
63rd Street Weather Station,2021-09-12 17:59:59.365213,23.0,22.2
63rd Street Weather Station,2021-08-02 08:59:59.718426,21.6,16.0
63rd Street Weather Station,2021-06-14 10:59:59.420853,19.9,17.5
Foster Weather Station,2021-08-24 18:00:00.419087,23.0,
Foster Weather Station,2021-11-07 08:59:59.402850,8.67,
Oak Street Weather Station,2021-06-13 09:00:00.752265,22.7,19.7
Foster Weather Station,2021-11-30 14:59:59.457521,11.0,
Oak Street Weather Station,2021-06-21 00:00:00.804753,19.5,19.0
Oak Street Weather Station,2021-08-16 15:00:00.128411,22.9,18.1
63rd Street Weather Station,2021-12-02 20:00:00.857012,9.4,4.8
Foster Weather Station,2021-07-24 07:59:59.793094,25.78,
Foster Weather Station,2021-10-13 16:59:59.676313,17.56,
Foster Weather Station,2021-11-24 09:59:59.656865,7.39,
Foster Weather Station,2021-08-16 12:00:00.627660,22.56,
Foster Weather Station,2021-09-06 00:00:00.211218,23.17,
63rd Street Weather Station,2021-06-20 10:00:00.735688,20.9,19.7
Foster Weather Station,2021-09-19 09:59:59.968317,22.06,
63rd Street Weather Station,2021-10-21 01:59:59.246221,18.9,16.0
Foster Weather Station,2021-08-20 06:59:59.879906,23.56,
Oak Street Weather Station,2021-08-16 20:00:00.096418,22.7,18.4
Oak Street Weather Station,2021-05-19 09:59:59.248764,19.6,17.7
Foster Weather Station,2021-05-31 17:59:59.355527,14.17,
63rd Street Weather Station,2021-11-29 18:00:00.398866,5.1,1.4
63rd Street Weather Station,2021-06-09 17:59:59.686847,22.5,21.8
63rd Street Weather Station,2021-12-02 06:00:00.651760,10.7,7.6
Oak Street Weather Station,2021-11-03 12:59:59.792286,6.4,2.0
Foster Weather Station,2021-10-19 17:00:00.213054,21.06,
Oak Street Weather Station,2021-05-30 14:59:59.885462,14.9,11.2
63rd Street Weather Station,2021-06-05 15:00:00.325967,31.8,21.5
Oak Street Weather Station,2021-07-02 20:00:00.198894,18.8,15.7
63rd Street Weather Station,2021-09-18 02:59:59.403320,21.8,19.8
Foster Weather Station,2021-12-14 18:59:59.244248,7.39,
Foster Weather Station,2021-07-13 00:00:00.311574,20.0,
63rd Street Weather Station,2021-05-19 06:00:00.790412,20.1,17.2
Foster Weather Station,2021-07-31 16:59:59.930695,23.0,
Oak Street Weather Station,2021-06-20 06:59:59.687517,19.9,18.5
Foster Weather Station,2021-08-12 10:59:59.333426,27.5,
Foster Weather Station,2021-09-24 04:00:00.794195,14.06,
Oak Street Weather Station,2021-05-24 22:59:59.735134,26.8,18.2
Foster Weather Station,2021-06-11 20:59:59.114213,18.0,
Oak Street Weather Station,2021-08-04 11:00:00.797881,23.7,18.7
63rd Street Weather Station,2021-11-03 08:59:59.604664,3.5,0.8
63rd Street Weather Station,2021-12-07 15:00:00.217649,-4.8,-7.7
63rd Street Weather Station,2021-08-14 04:00:00.887494,22.9,18.7
Foster Weather Station,2021-08-08 22:59:59.529056,22.67,
Foster Weather Station,2021-11-02 18:59:59.851669,6.28,
63rd Street Weather Station,2021-10-03 22:00:00.031626,19.6,19.5
Oak Street Weather Station,2021-09-08 16:59:59.937204,24.8,16.3
63rd Street Weather Station,2021-08-10 15:00:00.413651,33.6,27.9
63rd Street Weather Station,2021-09-06 16:00:00.246309,22.9,17.8
Foster Weather Station,2021-11-26 02:59:59.702971,-6.17,
63rd Street Weather Station,2021-11-09 22:00:00.347711,12.4,9.8
Foster Weather Station,2021-07-27 06:00:00.396478,24.17,
Foster Weather Station,2021-07-24 18:59:59.927737,28.5,
Foster Weather Station,2021-08-09 15:00:00.450250,26.39,
Foster Weather Station,2021-08-20 03:59:59.386363,23.28,
Oak Street Weather Station,2021-06-21 02:59:59.479824,20.9,19.3
Oak Street Weather Station,2021-09-27 01:59:59.282978,21.5,16.0
Oak Street Weather Station,2021-08-11 12:00:00.601464,26.4,20.0
Oak Street Weather Station,2021-08-06 14:00:00.221492,26.9,21.7
Foster Weather Station,2021-11-11 14:00:00.564337,10.06,
Oak Street Weather Station,2021-07-13 02:59:59.776992,21.2,20.3
63rd Street Weather Station,2021-10-18 22:59:59.199519,16.4,11.7
63rd Street Weather Station,2021-11-20 20:00:00.694851,8.3,5.0
Oak Street Weather Station,2021-08-05 08:00:00.709813,24.9,19.6
63rd Street Weather Station,2021-10-03 23:00:00.086066,19.4,19.4
63rd Street Weather Station,2021-07-12 08:59:59.297006,20.3,19.4
Foster Weather Station,2021-12-03 06:00:00.162522,5.78,
Oak Street Weather Station,2021-05-31 22:59:59.792456,17.1,12.1
63rd Street Weather Station,2021-07-28 13:59:59.126846,31.2,25.1
Foster Weather Station,2021-10-05 10:59:59.592016,18.17,
63rd Street Weather Station,2021-09-24 01:59:59.675868,14.0,10.3
Foster Weather Station,2021-09-20 11:00:00.624764,22.78,
Foster Weather Station,2021-09-15 05:59:59.637548,16.89,
Foster Weather Station,2021-06-27 23:59:59.582121,18.0,
Foster Weather Station,2021-07-20 01:59:59.259627,22.28,
Oak Street Weather Station,2021-10-15 12:59:59.742439,15.9,13.7
Foster Weather Station,2021-07-14 19:59:59.697170,26.78,
Foster Weather Station,2021-09-10 01:59:59.509295,18.56,
Oak Street Weather Station,2021-07-31 19:00:00.693873,24.5,19.7
Foster Weather Station,2021-07-15 02:00:00.070166,25.5,
Foster Weather Station,2021-12-12 07:59:59.396794,2.0,
Oak Street Weather Station,2021-11-21 18:00:00.501474,8.0,3.1
Oak Street Weather Station,2021-05-24 20:00:00.397954,26.6,19.5
Foster Weather Station,2021-07-02 08:00:00.166679,17.28,
Foster Weather Station,2021-09-08 00:59:59.635018,19.67,
63rd Street Weather Station,2021-07-14 08:00:00.138679,23.9,21.8
Foster Weather Station,2021-12-02 07:00:00.594208,10.17,
Oak Street Weather Station,2021-12-04 22:00:00.539583,4.4,-0.9
Oak Street Weather Station,2021-10-02 01:00:00.573213,24.4,16.7
Foster Weather Station,2021-11-20 21:00:00.716297,8.5,
63rd Street Weather Station,2021-08-26 11:00:00.521046,27.9,22.2
Oak Street Weather Station,2021-06-30 20:59:59.270712,22.8,21.0
Foster Weather Station,2021-09-06 05:00:00.144314,18.78,
Foster Weather Station,2021-07-13 03:00:00.045501,20.39,
Oak Street Weather Station,2021-07-01 00:59:59.833810,20.9,19.4
63rd Street Weather Station,2021-10-02 04:59:59.711605,21.1,17.1
Oak Street Weather Station,2021-05-28 22:59:59.142169,10.3,7.2
63rd Street Weather Station,2021-07-16 13:00:00.748521,21.0,20.6
Foster Weather Station,2021-07-21 04:00:00.781670,19.06,
Foster Weather Station,2021-11-30 13:59:59.736802,10.89,
Oak Street Weather Station,2021-06-11 10:00:00.698371,23.1,21.5
Oak Street Weather Station,2021-09-02 02:59:59.543962,22.6,17.3
Oak Street Weather Station,2021-05-20 17:00:00.212776,29.0,20.2
Oak Street Weather Station,2021-09-09 12:59:59.414087,20.7,16.3
63rd Street Weather Station,2021-07-10 07:00:00.507601,19.9,18.1
Foster Weather Station,2021-06-30 01:59:59.544273,24.78,
63rd Street Weather Station,2021-11-04 01:59:59.415469,2.5,0.2
Foster Weather Station,2021-08-03 15:59:59.620797,24.17,
Oak Street Weather Station,2021-06-16 06:59:59.173389,18.0,14.5
Foster Weather Station,2021-09-07 04:00:00.070257,20.78,
63rd Street Weather Station,2021-11-15 17:59:59.429570,1.7,0.3
63rd Street Weather Station,2021-12-05 05:00:00.796689,4.3,1.0
Foster Weather Station,2021-11-13 23:59:59.106662,1.39,
Oak Street Weather Station,2021-07-29 23:59:59.197812,23.2,19.7
63rd Street Weather Station,2021-10-13 13:00:00.140400,22.7,16.3
Foster Weather Station,2021-05-20 02:00:00.040671,10.17,
Oak Street Weather Station,2021-09-29 02:00:00.170474,19.0,16.7
Foster Weather Station,2021-06-17 01:00:00.277776,16.56,
Oak Street Weather Station,2021-07-08 10:00:00.387209,17.9,16.5
Foster Weather Station,2021-08-13 03:59:59.321682,23.28,
63rd Street Weather Station,2021-05-21 18:00:00.479475,28.9,19.6
63rd Street Weather Station,2021-08-05 01:00:00.170059,22.5,18.5
63rd Street Weather Station,2021-08-16 22:59:59.341656,22.7,19.5
Oak Street Weather Station,2021-11-14 12:59:59.482642,3.9,2.4
Oak Street Weather Station,2021-06-07 06:00:00.504139,23.9,21.1
Foster Weather Station,2021-07-30 10:00:00.170726,19.67,
Foster Weather Station,2021-09-20 19:59:59.917727,25.0,
Oak Street Weather Station,2021-08-22 18:00:00.386256,23.0,20.7
Oak Street Weather Station,2021-06-22 23:00:00.819317,20.3,16.5
63rd Street Weather Station,2021-06-14 00:59:59.868361,23.3,16.7
Foster Weather Station,2021-07-25 21:00:00.520855,26.56,
63rd Street Weather Station,2021-12-14 01:59:59.585701,4.0,3.2
63rd Street Weather Station,2021-12-02 06:59:59.104089,11.0,8.0
63rd Street Weather Station,2021-12-11 07:00:00.678222,3.3,1.7
63rd Street Weather Station,2021-07-04 22:59:59.204651,27.4,23.1
63rd Street Weather Station,2021-10-15 07:00:00.019174,14.7,13.2
Foster Weather Station,2021-06-25 01:00:00.279278,21.78,
Oak Street Weather Station,2021-07-31 11:00:00.262765,22.0,17.7
Oak Street Weather Station,2021-06-26 16:59:59.724667,24.8,23.3
Foster Weather Station,2021-11-23 08:59:59.527334,0.17,
Foster Weather Station,2021-11-15 22:59:59.389774,2.67,
63rd Street Weather Station,2021-06-22 22:00:00.709324,20.5,15.3
Foster Weather Station,2021-08-20 01:59:59.447644,23.67,
Oak Street Weather Station,2021-12-02 13:59:59.872328,13.4,6.1
Foster Weather Station,2021-07-06 23:00:00.025474,27.89,
Oak Street Weather Station,2021-10-27 09:59:59.280984,10.5,7.3
Foster Weather Station,2021-11-22 09:00:00.074368,-3.06,
Oak Street Weather Station,2021-12-04 05:00:00.314685,2.7,1.4
Foster Weather Station,2021-06-11 23:00:00.034304,18.28,
63rd Street Weather Station,2021-10-06 01:00:00.506865,19.1,18.8
63rd Street Weather Station,2021-12-09 00:59:59.588145,-0.6,-2.2
63rd Street Weather Station,2021-10-06 03:00:00.666456,19.0,18.4
Foster Weather Station,2021-06-07 12:00:00.706526,16.78,
63rd Street Weather Station,2021-12-14 00:00:00.323611,4.8,3.5
Foster Weather Station,2021-10-21 06:59:59.388130,12.0,
Foster Weather Station,2021-12-05 18:00:00.242482,4.5,
Foster Weather Station,2021-07-10 03:59:59.117245,19.0,
Foster Weather Station,2021-12-14 08:00:00.688320,4.56,
Foster Weather Station,2021-11-08 00:00:00.145532,13.17,
Foster Weather Station,2021-08-06 01:00:00.258110,24.56,
63rd Street Weather Station,2021-12-12 13:00:00.547208,9.2,3.9
Oak Street Weather Station,2021-06-26 07:59:59.643991,22.3,21.3
Oak Street Weather Station,2021-07-03 12:00:00.560753,27.5,19.3
Oak Street Weather Station,2021-08-12 20:59:59.335098,25.4,21.8
Oak Street Weather Station,2021-09-18 17:00:00.341291,21.7,18.5
Oak Street Weather Station,2021-11-28 11:00:00.548678,2.4,-0.7
Oak Street Weather Station,2021-10-12 09:00:00.467374,17.5,16.5
Oak Street Weather Station,2021-09-09 23:00:00.245554,20.7,16.4
63rd Street Weather Station,2021-06-01 09:00:00.740469,15.3,13.8
Foster Weather Station,2021-08-12 14:00:00.079543,28.5,
Foster Weather Station,2021-08-02 14:00:00.266497,21.78,
Oak Street Weather Station,2021-06-09 14:00:00.499448,22.2,20.4
63rd Street Weather Station,2021-05-22 23:59:59.798814,24.9,20.2
63rd Street Weather Station,2021-11-30 22:00:00.638606,6.4,3.1
Oak Street Weather Station,2021-07-27 11:59:59.386100,26.5,20.0
Oak Street Weather Station,2021-12-10 08:59:59.320310,6.0,4.4
Oak Street Weather Station,2021-08-25 10:00:00.385973,28.8,24.2
Oak Street Weather Station,2021-08-05 14:00:00.715339,29.1,18.5
63rd Street Weather Station,2021-11-29 06:59:59.362989,-0.7,-3.2
Oak Street Weather Station,2021-11-18 14:00:00.759287,1.9,-1.2
Oak Street Weather Station,2021-08-27 19:59:59.258085,30.5,25.2
Foster Weather Station,2021-11-10 02:59:59.695282,10.89,
Foster Weather Station,2021-09-04 18:59:59.792855,23.06,
Foster Weather Station,2021-07-31 03:00:00.857616,18.06,
63rd Street Weather Station,2021-08-25 10:59:59.337478,29.4,25.3
63rd Street Weather Station,2021-10-23 23:00:00.708386,11.6,7.7
Foster Weather Station,2021-10-15 06:59:59.514441,13.06,
Oak Street Weather Station,2021-06-11 23:59:59.192355,22.5,21.7
Foster Weather Station,2021-06-14 06:59:59.541821,18.67,
Foster Weather Station,2021-07-27 17:00:00.728731,30.56,
Foster Weather Station,2021-09-05 20:59:59.887413,24.28,
Foster Weather Station,2021-06-08 08:59:59.820980,16.56,
63rd Street Weather Station,2021-10-05 20:00:00.259864,19.6,19.1
63rd Street Weather Station,2021-08-29 17:59:59.609967,26.9,24.5
63rd Street Weather Station,2021-12-11 12:00:00.272209,3.5,1.2
Oak Street Weather Station,2021-07-31 00:59:59.867539,20.3,16.3
63rd Street Weather Station,2021-07-26 19:59:59.155062,28.2,19.5
63rd Street Weather Station,2021-06-28 12:00:00.601622,20.5,19.6
Oak Street Weather Station,2021-07-20 01:59:59.816772,23.9,18.2
63rd Street Weather Station,2021-08-17 13:59:59.993071,23.9,22.1
63rd Street Weather Station,2021-08-01 17:59:59.624918,21.2,18.2
63rd Street Weather Station,2021-10-29 06:00:00.386307,13.6,13.4
Oak Street Weather Station,2021-10-17 06:59:59.971044,9.9,5.9
63rd Street Weather Station,2021-09-13 18:00:00.842216,23.5,22.3
Foster Weather Station,2021-10-14 03:00:00.771057,21.17,
Oak Street Weather Station,2021-08-31 05:59:59.805253,22.8,18.2
Foster Weather Station,2021-07-01 21:59:59.736417,17.17,
63rd Street Weather Station,2021-08-30 00:00:00.505144,25.9,21.9
Oak Street Weather Station,2021-12-06 13:00:00.393604,2.6,-1.0
Oak Street Weather Station,2021-12-01 01:59:59.300973,7.3,3.9
Oak Street Weather Station,2021-09-17 04:59:59.355997,23.1,19.3
Oak Street Weather Station,2021-07-07 02:00:00.342559,26.9,22.3
63rd Street Weather Station,2021-11-27 08:00:00.797696,0.9,-1.0
63rd Street Weather Station,2021-10-07 14:59:59.826313,22.0,20.5
Foster Weather Station,2021-05-18 14:59:59.716330,12.28,
Oak Street Weather Station,2021-09-14 14:00:00.665659,29.5,22.1
Oak Street Weather Station,2021-07-21 05:59:59.773711,20.1,18.5
Oak Street Weather Station,2021-12-03 04:00:00.137465,7.4,4.9
Oak Street Weather Station,2021-11-17 21:59:59.599919,7.8,3.9
Foster Weather Station,2021-09-05 11:59:59.196056,25.28,
63rd Street Weather Station,2021-08-03 06:59:59.584408,20.1,16.3
Foster Weather Station,2021-06-02 12:59:59.754177,10.17,
Foster Weather Station,2021-06-02 00:59:59.643454,8.67,
Foster Weather Station,2021-09-09 17:59:59.872985,20.89,
Oak Street Weather Station,2021-10-16 00:59:59.506560,13.3,8.7
Oak Street Weather Station,2021-10-16 17:59:59.834346,14.9,8.1
Oak Street Weather Station,2021-08-03 23:59:59.251986,23.2,18.7
Oak Street Weather Station,2021-07-20 13:59:59.274404,27.9,22.1
63rd Street Weather Station,2021-10-09 03:00:00.421973,18.5,17.8
63rd Street Weather Station,2021-12-01 12:00:00.156295,8.1,6.4
63rd Street Weather Station,2021-08-13 14:59:59.266308,23.4,19.8
Foster Weather Station,2021-10-02 22:00:00.728547,21.0,
Foster Weather Station,2021-12-04 23:59:59.236657,3.17,
63rd Street Weather Station,2021-11-13 21:00:00.627924,3.1,1.2
Oak Street Weather Station,2021-07-10 20:59:59.658505,21.1,19.8
63rd Street Weather Station,2021-08-22 09:00:00.402324,22.5,20.9
Foster Weather Station,2021-08-26 08:00:00.563685,24.28,
Oak Street Weather Station,2021-08-02 13:00:00.881274,22.1,17.2
Oak Street Weather Station,2021-06-14 05:59:59.383663,24.0,17.0
Oak Street Weather Station,2021-10-10 22:59:59.493786,25.2,19.8
Oak Street Weather Station,2021-09-07 19:00:00.339107,25.0,21.2
63rd Street Weather Station,2021-09-28 07:00:00.228259,18.3,16.7
63rd Street Weather Station,2021-11-22 20:59:59.982895,-0.2,-3.8
Foster Weather Station,2021-11-25 23:59:59.998602,-4.5,
Foster Weather Station,2021-05-29 23:59:59.261437,5.56,
63rd Street Weather Station,2021-05-29 08:00:00.261827,9.7,6.8
Foster Weather Station,2021-08-23 14:59:59.376401,25.67,
63rd Street Weather Station,2021-09-04 08:00:00.346132,20.3,17.3
63rd Street Weather Station,2021-09-22 07:00:00.201166,17.7,13.7
Foster Weather Station,2021-08-13 07:59:59.643383,22.17,
Foster Weather Station,2021-08-22 00:00:00.850886,26.17,
Foster Weather Station,2021-07-10 21:59:59.546213,20.39,
Foster Weather Station,2021-07-27 02:00:00.876001,26.17,
63rd Street Weather Station,2021-05-18 12:59:59.193526,18.9,15.8
